amenities,area,building_type,location,num_bath_rooms,num_bed_rooms,price,purpose
Floor Level##Flooring##View##Balcony or Terrace##Electricity Backup##Floor Level##Flooring##View##Lobby in Building##Balcony or Terrace##Parking Spaces##: 1##Waste Disposal##Elevators in Building##: 1##Freehold##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,600 sqft,Apartment,"Transmitter, Faydabad, Dakshin Khan, Dhaka",2 Beds,2 Beds,28.8 Lakh,For Sale
Balcony or Terrace##Flooring##Floor Level##Parking Spaces##: 1##Elevators in Building##: 1##Freehold##Balcony or Terrace##Flooring##Floor Level##Parking Spaces##: 1##View##Electricity Backup##Waste Disposal##Lobby in Building##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,000 sqft",Apartment,"Transmitter, Faydabad, Dakshin Khan, Dhaka",3 Beds,3 Beds,48 Lakh,For Sale
Flooring##Floor Level##Balcony or Terrace##Parking Spaces##: 1##Electricity Backup##Flooring##Lobby in Building##Floor Level##Double Glazed Windows##Balcony or Terrace##Elevators in Building##: 1##Parking Spaces##: 1##View##Broadband Internet##Intercom##Cleaning Services,"2,200 sqft",Apartment,"Avenue 12, Mirpur DOHS, Mirpur, Dhaka",3 Beds,3 Beds,1.7 Crore,For Sale
View##Flooring##Balcony or Terrace##Floor Level##Electricity Backup##View##Flooring##Elevators in Building##: 1##Balcony or Terrace##Lobby in Building##Double Glazed Windows##Floor Level##Parking Spaces##: 1##Broadband Internet##Intercom##Cleaning Services,"2,300 sqft",Apartment,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",3 Beds,3 Beds,1.8 Crore,For Sale
View##Floor Level##Parking Spaces##: 1##Flooring##Elevators in Building##: 1##Service Elevators##View##Floor Level##Parking Spaces##: 1##Flooring##Electricity Backup##Waste Disposal##Freehold##ATM Facility##Broadband Internet##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"2,250 sqft",Apartment,"East Nasirabad, Chattogram",3 Beds,3 Beds,1.2 Crore,For Sale
Balcony or Terrace##Parking Spaces##: 2##Floor Level##View##Balcony or Terrace##Double Glazed Windows##Parking Spaces##: 2##Elevators in Building##: 2##Floor Level##View##Lobby in Building##Electricity Backup##Flooring##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"2,600 sqft",Apartment,"Gulshan 1, Gulshan, Dhaka",3 Beds,3 Beds,4 Crore,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Double Glazed Windows##24 Hours Concierge##Elevators in Building##: 1##Floor Level##Electricity Backup##View##Balcony or Terrace##Lobby in Building##Waste Disposal##Flooring##Cleaning Services##Maintenance Staff,"1,705 sqft",Apartment,"Middle Badda, Badda, Dhaka",3 Beds,3 Beds,1.2 Crore,For Sale
Balcony or Terrace##View##Flooring##Floor Level##Balcony or Terrace##Elevators in Building##: 1##View##Flooring##Lobby in Building##Double Glazed Windows##Electricity Backup##Floor Level##Intercom##Broadband Internet##Cleaning Services,905 sqft,Apartment,"Block E, Section 12, Mirpur, Dhaka",2 Beds,2 Beds,40.73 Lakh,For Sale
Flooring##View##Balcony or Terrace##Parking Spaces##: 1##Flooring##Electricity Backup##View##Double Glazed Windows##Balcony or Terrace##Lobby in Building##Parking Spaces##: 1##Floor Level##Elevators in Building##: 1##Intercom##Broadband Internet##Cleaning Services,"1,350 sqft",Apartment,"Rupnagar R/A, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
Balcony or Terrace##Floor Level##Flooring##View##Electricity Backup##Balcony or Terrace##Floor Level##Flooring##Lobby in Building##Waste Disposal##View##Parking Spaces##: 1##Elevators in Building##: 1##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,240 sqft",Apartment,"Faydabad, Dakshin Khan, Dhaka",3 Beds,3 Beds,62 Lakh,For Sale
Balcony or Terrace##View##Floor Level##Flooring##24 Hours Concierge##Freehold##Balcony or Terrace##View##Lobby in Building##Electricity Backup##Floor Level##Flooring##Elevators in Building##: 1##Intercom##Maintenance Staff##Cleaning Services,"1,200 sqft",Apartment,"Joar Sahara, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
View##Floor Level##Flooring##Balcony or Terrace##Freehold##View##Floor Level##Flooring##24 Hours Concierge##Balcony or Terrace##Cleaning Services,645 sqft,Apartment,"Dakkhin Paikpara, Mirpur, Dhaka",2 Beds,2 Beds,26 Lakh,For Sale
Floor Level##Flooring##Balcony or Terrace##View##Floor Level##Flooring##Freehold##24 Hours Concierge##Balcony or Terrace##View##Cleaning Services##Maintenance Staff,750 sqft,Apartment,"Block C, Dhaka Uddan, Mohammadpur, Dhaka",2 Beds,2 Beds,32 Lakh,For Sale
Floor Level##Parking Spaces##: 1##Flooring##Balcony or Terrace##Floor Level##Elevators in Building##: 1##Lobby in Building##Parking Spaces##: 1##Flooring##Balcony or Terrace##View##CCTV Security##Cleaning Services,"1,550 sqft",Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.01 Crore,For Sale
Parking Spaces##: 1##Floor Level##Flooring##Balcony or Terrace##Lobby in Building##Double Glazed Windows##Parking Spaces##: 1##Floor Level##Waste Disposal##Electricity Backup##Flooring##24 Hours Concierge##Balcony or Terrace##View##Elevators in Building##: 1##Freehold##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,851 sqft",Apartment,"Block E, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.39 Crore,For Sale
Balcony or Terrace##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Freehold##Parking Spaces##: 1##24 Hours Concierge##Floor Level##View##Lobby in Building##Flooring##Elevators in Building##: 1##Service Elevators##Storage Areas##CCTV Security##Maintenance Staff##Cleaning Services,"1,450 sqft",Apartment,"Mohammadpur, Dhaka",3 Beds,3 Beds,1.34 Crore,For Sale
View##Parking Spaces##: 1##Balcony or Terrace##Floor Level##View##Parking Spaces##: 1##Balcony or Terrace##Elevators in Building##: 1##Lobby in Building##Floor Level##Flooring##Storage Areas##CCTV Security##Cleaning Services,"1,420 sqft",Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,82 Lakh,For Sale
Parking Spaces##: 1##Flooring##Balcony or Terrace##View##Freehold##Central Heating##Electricity Backup##Parking Spaces##: 1##Flooring##Elevators in Building##: 1##Lobby in Building##24 Hours Concierge##Balcony or Terrace##Double Glazed Windows##View##Floor Level##Intercom##CCTV Security##Maintenance Staff,"1,851 sqft",Apartment,"Block E, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.39 Crore,For Sale
View##Floor Level##Flooring##Balcony or Terrace##View##Floor Level##Flooring##Balcony or Terrace##Electricity Backup##Freehold##Service Elevators##Elevators in Building##: 1##Parking Spaces##: 1##Cleaning Services##Maintenance Staff,"1,275 sqft",Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,75 Lakh,For Sale
View##Floor Level##Parking Spaces##: 1##Balcony or Terrace##View##Floor Level##Parking Spaces##: 1##24 Hours Concierge##Balcony or Terrace##Freehold##Electricity Backup##Flooring##Elevators in Building##: 1##Maintenance Staff##Cleaning Services,"1,450 sqft",Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3 Beds,3 Beds,1.1 Crore,For Sale
Balcony or Terrace##View##Flooring##Floor Level##Balcony or Terrace##View##Lobby in Building##Flooring##Floor Level##Storage Areas##CCTV Security##Cleaning Services,850 sqft,Apartment,"Block C, Eastern Housing, Pallabi, Mirpur, Dhaka",2 Beds,2 Beds,33 Lakh,For Sale
Flooring##View##Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Lobby in Building##Floor Level##Storage Areas##CCTV Security##Cleaning Services,850 sqft,Apartment,"Block C, Eastern Housing, Pallabi, Mirpur, Dhaka",2 Beds,2 Beds,33 Lakh,For Sale
Parking Spaces##: 1##Flooring##View##Balcony or Terrace##Freehold##Parking Spaces##: 1##24 Hours Concierge##Elevators in Building##: 1##Flooring##Lobby in Building##Double Glazed Windows##Electricity Backup##Waste Disposal##View##Balcony or Terrace##Floor Level##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,450 sqft",Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.1 Crore,For Sale
Flooring##View##Floor Level##Balcony or Terrace##Flooring##View##Elevators in Building##: 1##Floor Level##Balcony or Terrace##Electricity Backup##Freehold##Service Elevators##CCTV Security##Cleaning Services##Maintenance Staff,"1,050 sqft",Apartment,"Kachukhet, Dhaka",3 Beds,3 Beds,47.25 Lakh,For Sale
View##Flooring##Floor Level##Parking Spaces##: 1##View##Flooring##Floor Level##Freehold##Waste Disposal##Lobby in Building##Elevators in Building##: 1##Electricity Backup##Double Glazed Windows##Parking Spaces##: 1##Balcony or Terrace##24 Hours Concierge##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,450 sqft",Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.1 Crore,For Sale
Floor Level##Flooring##View##Parking Spaces##: 1##24 Hours Concierge##Floor Level##Flooring##View##Parking Spaces##: 1##Elevators in Building##: 1##Freehold##Balcony or Terrace##Service Elevators##CCTV Security##Cleaning Services##Maintenance Staff,"1,287 sqft",Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,57.91 Lakh,For Sale
Balcony or Terrace##Flooring##View##Parking Spaces##: 1##Balcony or Terrace##Flooring##View##Electricity Backup##Elevators in Building##: 1##Service Elevators##Parking Spaces##: 1##24 Hours Concierge##Floor Level##Freehold##CCTV Security##Maintenance Staff##Cleaning Services,"1,332 sqft",Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,73.26 Lakh,For Sale
Parking Spaces##: 1##View##Floor Level##Flooring##Parking Spaces##: 1##Freehold##Elevators in Building##: 1##View##Floor Level##24 Hours Concierge##Flooring##Balcony or Terrace##Electricity Backup##Service Elevators##CCTV Security##Maintenance Staff##Cleaning Services,"1,090 sqft",Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,45.78 Lakh,For Sale
Floor Level##Balcony or Terrace##Flooring##View##Floor Level##Service Elevators##Balcony or Terrace##Elevators in Building##: 1##Electricity Backup##Flooring##Freehold##View##24 Hours Concierge##Parking Spaces##: 1##CCTV Security##Cleaning Services##Maintenance Staff,"1,287 sqft",Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,57.91 Lakh,For Sale
Flooring##Floor Level##Balcony or Terrace##View##Flooring##24 Hours Concierge##Floor Level##Balcony or Terrace##Electricity Backup##View##Elevators in Building##: 1##Service Elevators##Freehold##Parking Spaces##: 1##CCTV Security##Maintenance Staff##Cleaning Services,"1,026 sqft",Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,43.09 Lakh,For Sale
Parking Spaces##: 1##View##Floor Level##Balcony or Terrace##Parking Spaces##: 1##Elevators in Building##: 1##View##Service Elevators##Freehold##Floor Level##Balcony or Terrace##Electricity Backup##Flooring##CCTV Security##Maintenance Staff##Cleaning Services,"1,332 sqft",Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,57.91 Lakh,For Sale
Floor Level##Flooring##View##Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Broadband Internet,"1,035 sqft",Apartment,"North Forida Para, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,37.26 Lakh,For Sale
Balcony or Terrace##Floor Level##View##Flooring##Balcony or Terrace##Floor Level##24 Hours Concierge##View##Double Glazed Windows##Flooring##Cleaning Services,850 sqft,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",2 Beds,2 Beds,35 Lakh,For Sale
Floor Level##Parking Spaces##: 1##View##Balcony or Terrace##Waste Disposal##Floor Level##Parking Spaces##: 1##Electricity Backup##24 Hours Concierge##Elevators in Building##: 1##View##Balcony or Terrace##Lobby in Building##Double Glazed Windows##Flooring##Freehold##Central Heating##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"2,350 sqft",Apartment,"Block C, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.2 Crore,For Sale
View##Flooring##Parking Spaces##: 1##Balcony or Terrace##View##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##24 Hours Concierge##Waste Disposal##Balcony or Terrace##Double Glazed Windows##Electricity Backup##Floor Level##Cleaning Services,"1,150 sqft",Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh,For Sale
Floor Level##Flooring##View##Balcony or Terrace##Floor Level##Flooring##View##Electricity Backup##Balcony or Terrace##Lobby in Building##Parking Spaces##: 1##CCTV Security##Cleaning Services##Maintenance Staff,"1,430 sqft",Apartment,"Paharika Residential Area, South Khulshi, Khulshi, Chattogram",3 Beds,3 Beds,70 Lakh,For Sale
Flooring##View##Parking Spaces##: 1##Floor Level##Flooring##View##Elevators in Building##: 1##Service Elevators##Freehold##Parking Spaces##: 1##Floor Level##Balcony or Terrace##Electricity Backup##Waste Disposal##ATM Facility##Intercom##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,078 sqft",Apartment,"Sholokbahar, Chattogram",3 Beds,3 Beds,50 Lakh,For Sale
Flooring##Floor Level##Balcony or Terrace##View##Flooring##Floor Level##Balcony or Terrace##Lobby in Building##Double Glazed Windows##View##24 Hours Concierge##Electricity Backup##Elevators in Building##: 1##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,100 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,49.5 Lakh,For Sale
Balcony or Terrace##Flooring##Floor Level##Parking Spaces##: 1##Balcony or Terrace##Flooring##Floor Level##Elevators in Building##: 1##Parking Spaces##: 1##View##Double Glazed Windows##Electricity Backup##Lobby in Building##Intercom##Broadband Internet##Cleaning Services,"1,100 sqft",Apartment,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",3 Beds,3 Beds,95 Lakh,For Sale
Floor Level##Parking Spaces##: 1##Balcony or Terrace##Flooring##Floor Level##Parking Spaces##: 1##Electricity Backup##Balcony or Terrace##Waste Disposal##Flooring##Elevators in Building##: 1##View##Double Glazed Windows##Freehold##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,800 sqft",Apartment,"Block A, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,1.08 Crore,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Double Glazed Windows##24 Hours Concierge##Floor Level##View##Balcony or Terrace##Lobby in Building##Elevators in Building##: 1##Electricity Backup##Flooring##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,100 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,49.5 Lakh,For Sale
,0.5 Katha,Plot,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",,,30 Lakh,For Sale
Balcony or Terrace##Floor Level##View##Flooring##Electricity Backup##Balcony or Terrace##Double Glazed Windows##Elevators in Building##: 1##24 Hours Concierge##Lobby in Building##Floor Level##View##Flooring##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,100 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,49.5 Lakh,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##Elevators in Building##: 1##Freehold##24 Hours Concierge##Lobby in Building##Electricity Backup##View##Balcony or Terrace##Flooring##CCTV Security##Maintenance Staff,"1,700 sqft",Apartment,"Block J, South Banasree Project, Banasree, Dhaka",3 Beds,3 Beds,1.05 Crore,For Sale
View##Balcony or Terrace##Flooring##Floor Level##View##24 Hours Concierge##Balcony or Terrace##Lobby in Building##Double Glazed Windows##Electricity Backup##Flooring##Elevators in Building##: 1##Floor Level##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,100 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,49.5 Lakh,For Sale
Floor Level##Balcony or Terrace##Flooring##View##Floor Level##Elevators in Building##: 2##Balcony or Terrace##Electricity Backup##Flooring##View##Broadband Internet,"1,400 sqft",Apartment,"Mohammadpur, 7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,63 Lakh,For Sale
Floor Level##Balcony or Terrace##Flooring##View##Floor Level##Electricity Backup##Elevators in Building##: 1##Balcony or Terrace##Flooring##Freehold##View##24 Hours Concierge##Lobby in Building##CCTV Security##Maintenance Staff##Cleaning Services,650 sqft,Apartment,"Mohammadpur, Dhaka",2 Beds,2 Beds,45 Lakh,For Sale
Balcony or Terrace##Flooring##View##Parking Spaces##: 1##Waste Disposal##Elevators in Building##: 1##Balcony or Terrace##Flooring##View##Double Glazed Windows##Parking Spaces##: 1##Electricity Backup##24 Hours Concierge##Floor Level##Cleaning Services,"1,300 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
View##Parking Spaces##: 1##Floor Level##Balcony or Terrace##24 Hours Concierge##View##Electricity Backup##Waste Disposal##Parking Spaces##: 1##Floor Level##Balcony or Terrace##Double Glazed Windows##Flooring##Elevators in Building##: 1##Cleaning Services,"1,300 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Elevators in Building##: 1##24 Hours Concierge##Floor Level##View##Balcony or Terrace##Double Glazed Windows##Waste Disposal##Flooring##Electricity Backup##Parking Spaces##: 1##Cleaning Services,"1,300 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
,5 Katha,Plot,"Raufabad Residential Area, Bayazid, Chattogram",,,12 Crore,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Double Glazed Windows##Electricity Backup##Waste Disposal##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##24 Hours Concierge##Cleaning Services,"1,300 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
Flooring##Balcony or Terrace##View##Floor Level##Flooring##Balcony or Terrace##Electricity Backup##24 Hours Concierge##View##Double Glazed Windows##Elevators in Building##: 1##Floor Level##CCTV Security##Maintenance Staff,"1,220 sqft",Apartment,"East Hazipara, East Rampura, Rampura, Dhaka",3 Beds,3 Beds,67.1 Lakh,For Sale
Balcony or Terrace##View##Flooring##Floor Level##Balcony or Terrace##View##Freehold##Double Glazed Windows##Waste Disposal##Flooring##Floor Level##Cleaning Services,650 sqft,Apartment,"Block D, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,35 Lakh,For Sale
View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Flooring##Floor Level##Parking Spaces##: 4##CCTV Security,755 sqft,Apartment,"Block A, Bank Colony, Savar, Dhaka",2 Beds,2 Beds,23.41 Lakh,For Sale
View##Flooring##Balcony or Terrace##Floor Level##View##Waste Disposal##Double Glazed Windows##Flooring##Freehold##Balcony or Terrace##Floor Level##Cleaning Services,650 sqft,Apartment,"Block D, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,35 Lakh,For Sale
Flooring##Parking Spaces##: 1##Furnished##Floor Level##Waste Disposal##Flooring##Freehold##Parking Spaces##: 1##Furnished##Lobby in Building##Elevators in Building##: 1##Floor Level##Double Glazed Windows##Balcony or Terrace##View##Electricity Backup##Broadband Internet##CCTV Security##Facilities for Disabled##Cleaning Services,"1,280 sqft",Apartment,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
Floor Level##Flooring##Balcony or Terrace##Parking Spaces##: 1##Floor Level##Flooring##Balcony or Terrace##Parking Spaces##: 1##Waste Disposal##Elevators in Building##: 1##View##24 Hours Concierge##Double Glazed Windows##Electricity Backup##Cleaning Services,"1,300 sqft",Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
