amenities,area,balconies,baths,bedroom,location,price,property_type,property_url,purpose
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Solar panels,Fire Protection",1100 sqft,2,02,03,"Mirpur 12 , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244363/1100-sqft-3-beds-ready-apartment-flats-sale-mirpur,Sale
,1170 sqft,1,02,03,"Malibag , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244359/1170-sqft-3-beds-ready-apartment-flats-for-sale-at-malibag,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Servent Room,Servent Toilet,Fire Protection",1870 sqft,4,04,03,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245410/1870-sqft-3-beds-almost-ready-apartment-flats-for-sale-at-bashundhara-r-a,Sale
"Security,Lift,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Servent Room,Servent Toilet",1150 sqft,2,02,03,"Monipur , Dhaka",55.20 Lac,Apartment/Flats,https://www.bdhousing.com/details/244049/almost-ready-apartment-flats-sale-monipur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1340 sqft,2,03,03,"Monipur , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245496/3-beds-apartment-flats-sale-monipur,Sale
,3 Katha,,,,"Keraniganj , Dhaka",14.00 Lac,Residential Plot,https://www.bdhousing.com/details/243970/3-katha-ready-residential-plot-sale-keraniganj,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",9 Katha,,,,"Uttara , Dhaka",27.00 Lac,Residential Plot,https://www.bdhousing.com/details/244184/9-katha-ready-residential-plot-for-sale-at-uttara,Sale
"Eid congregation place,Mosque,Play Ground,Security,Lakes,School,College,Hospital,Bazaar,Gas,Water Supply,Fire Services,Police Box,Post Office,Banks",3 Katha,,,,"Gazipur Sadar , Gazipur",7.00 Lac,Agriculture/Farm Land,https://www.bdhousing.com/details/244497/3-katha-used-agriculture-farm-land-sale-gazipur-sadar,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",10 Katha,,,,"Uttara , Dhaka",65.00 Lac,Residential Plot,https://www.bdhousing.com/details/245148/10-katha-ready-residential-plot-sale-uttara-17,Sale
"Security,Lift,WASA connection,Gas Connection,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Garden,Solar panels",1450 sqft,3,03,03,"Malibag , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/237390/under-construction-flats-for-sale-at-malibag,Sale
"Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Pool,Garden,Servent Toilet,Fire Protection",1525 sqft,2,04,03,"Mirpur 12 , Dhaka",1.18 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245597/1525-sqft-3-beds-under-construction-apartment-flats-for-sale-at,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1391 sqft,2,03,03,"Basila , Dhaka",,Land Sharing Flat,https://www.bdhousing.com/details/245437/1391-sqft-3-beds-land-sharing-flat-for-sale-at-basila,Sale
"Security,Lift,Fire exit,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Electronic security,Garden,Solar panels",1365 sqft,3,02,03,"Adabor , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243672/1365-sqft-3-beds-almost-ready-apartment-flats-for-sale-at-adabor,Sale
"Mosque/Prayer Room,Security,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Electricity,Generator,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Servent Room,Servent Toilet",1850 sqft,2,03,03,"Uttara , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244888/1850-sqft-3-beds-ready-apartment-flats-for-sale-at-uttara-13,Sale
"Mosque,Security,Parks,School,College,Universities",51 Katha,,,,"Savar , Dhaka",,Commercial Plot,https://www.bdhousing.com/details/245596/28-katha-ready-commercial-plot-for-sale-at-savar,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Electricity,Generator,Telephone line,Inter com,CCTV,Garden,Servent Room,Servent Toilet",1350 sqft,2,03,03,"Banasree , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/242895/1350-sqft-3-beds-under-construction-apartment-flats-for-sale-at-banasree,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Keraniganj , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245650/3-katha-ready-residential-plot-for-sale-at-keraniganj,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",3200 sqft,3,04,03,"Dhanmondi , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243644/3200-sqft-3-beds-ready-apartment-flats-for-sale-at-dhanmondi,Sale
"WASA connection,Cylinder Gas,Electricity,Generator,Telephone line,Fire Protection",650 sqft,1,02,02,"Mirpur 6 , Dhaka",40.75 Lac,Apartment/Flats,https://www.bdhousing.com/details/245230/650-sqft-2-beds-almost-ready-apartment-flats-for-sale-at-mirpur-6,Sale
,5 Katha,,,,"Savar , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245113/5-katha-ready-residential-plot-sale-savar,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Servent Room,Servent Toilet,Fire Protection",1150 sqft,3,03,03,"Kallyanpur , Dhaka",68.25 Lac,Apartment/Flats,https://www.bdhousing.com/details/244069/flats-sale-kallyanpur-road-1,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Keraniganj , Dhaka",15.00 Lac,Residential Plot,https://www.bdhousing.com/details/233046/5-katha-ready-residential-plot-for-sale-at-keraniganj,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",3170 sqft,4,04,04,"Dhanmondi , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243606/3500-sqft-4-beds-ready-apartment-flats-for-sale-at-dhanmondi,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1050 sqft,2,02,03,"Puran Bogra , Bogra",,Land Sharing Flat,https://www.bdhousing.com/details/244201/1050-sqft-3-beds-almost-ready-land-sharing-flat-for-sale-at-puran-bogra,Sale
,1175 sqft,3,02,03,"Khilgaon , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244714/1175-sqft-3-beds-apartment-flats-sale,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Garden,Servent Room,Servent Toilet,Fire Protection",1210 sqft,2,03,03,"Savar , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/242060/1210-sqft-3-beds-ready-apartment-flats-for-sale-at-savar,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1420 sqft,2,03,03,"Vatara , Dhaka",92.30 Lac,Apartment/Flats,https://www.bdhousing.com/details/243090/1420-sqft-3-beds-under-construction-apartment-flats-for-sale-at-vatara,Sale
"Mosque/Prayer Room,Lift,WASA connection,Hot water and heating,Electricity,Generator,Telephone line,Inter com,CCTV,Satellite or cable TV,Guest Parking",1390 sqft,2,04,03,"Green Road , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/242311/1390-sqft-3-beds-ready-flats-for-sale-at-green-road,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Toilet,Fire Protection",1265 sqft,3,03,03,"Khilgaon , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245691/3-beds-almost-ready-apartment-flats-sale-khilgaon,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Gymnasium,Garden,Solar panels,Fire Protection",1500 sqft,3,03,04,"Uttara , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243812/1500-sqft-4-beds-almost-ready-apartment-flats-for-sale-at-uttara,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Purbachal , Dhaka",9.75 Lac,Residential Plot,https://www.bdhousing.com/details/245603/3-katha-residential-plot-sale-purbachal%20,Sale
"Security,Lift,Electricity",1250 sqft,1,02,03,"Badda , Dhaka",73.00 Lac,Apartment/Flats,https://www.bdhousing.com/details/244632/1250-sqft-3-beds-almost-ready-apartment-flats-sale-badda,Sale
"Mosque/Prayer Room,Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Garden,Solar panels",900 sqft,3,02,02,"Kamalapur , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245719/900-sqft-2-beds-apartment-flats-sale-kamalapur,Sale
"Security,Lift,WASA connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Solar panels",1200 sqft,2,02,03,"Agargaon , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245684/1200-sqft-3-beds-ready-apartment-flats-sale-agargaon,Sale
"Security,Lift,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,Wi-Fi connectivity,Servent Toilet,Fire Protection",1230 sqft,2,03,03,"Kallyanpur , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244898/1230-sqft-3-beds-apartment-flats-sale-kallyanpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Purbachal , Dhaka",9.75 Lac,Residential Plot,https://www.bdhousing.com/details/245624/5-katha-under-development-residential-plot-sale-purbachal,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Keraniganj , Dhaka",14.00 Lac,Residential Plot,https://www.bdhousing.com/details/244823/3-katha-residential-plot-sale-keraniganj,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Gymnasium,Garden,Solar panels,Guest Parking,Servent Toilet,Fire Protection",1645 sqft,2,03,03,"Bashundhara R/A , Dhaka",1.66 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245701/1645-sqft-3-beds-ready-apartment-flats-sale-bashundhara,Sale
"Security,Lift,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Electricity,Generator,CCTV,Security Alarm System,Electronic security",1160 sqft,2,03,03,"Gulshan 02 , Dhaka",59.16 Lac,Apartment/Flats,https://www.bdhousing.com/details/244004/1160-sqft-3-beds-under-construction-apartment-flats-sale-baridhara,Sale
"Security,Lift,WASA connection,Hot water and heating,Electricity,Generator,Telephone line,Inter com,CCTV,Security Alarm System,Satellite or cable TV,Solar panels",1350 sqft,3,03,03,"Aftab Nagar , Dhaka",1.09 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245585/1350-sqft-3-beds-ready-apartment-flats-sale-aftab-nagar,Sale
,1170 sqft,2,02,03,"Cantonment , Dhaka",70.20 Lac,Apartment/Flats,https://www.bdhousing.com/details/245501/1170-sqft-3-beds-used-apartment-flats-sale-cantonment,Sale
"Security,Lift,WASA connection,Self Water supply,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Solar panels,Servent Toilet,Fire Protection",1500 sqft,2,03,03,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245613/1500-sqft-3-beds-ready-apartment-flats-for-sale-at-bashundhara-r-a,Sale
"Security,Lift,Fire exit,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Inter com,Electronic security,Solar panels,Servent Toilet,Fire Protection",2180 sqft,4,04,04,"Bashundhara R/A , Dhaka",1.82 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245450/4-beds-apartment-flats-sale-bashundhara,Sale
"Security,WASA connection,Cylinder Gas,Electricity",700 sqft,2,02,02,"Mirpur 11 , Dhaka",29.05 Lac,Apartment/Flats,https://www.bdhousing.com/details/245594/700-sqft-2-beds-apartment-flats-sale-mirpur-11,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1525 sqft,3,03,04,"Mohammadpur , Dhaka",,Land Sharing Flat,https://www.bdhousing.com/details/244247/1525-sqft-4-beds-upcoming-land-sharing-flat-for-sale-at-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Servent Room,Servent Toilet,Fire Protection",1245 sqft,2,03,03,"Demra , Dhaka",,Land Sharing Flat,https://www.bdhousing.com/details/244843/1245-sqft-3-beds-under-construction-land-sharing-flat-sale-demra,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Garden,Solar panels,Guest Parking,Fire Protection",1200 sqft,3,03,03,"Shyamoli , Dhaka",95.00 Lac,Apartment/Flats,https://www.bdhousing.com/details/244090/1200-sft-ready-flat-in-shyamoli,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2680 sqft,5,05,04,"Purbachal , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245372/2680-sqft-4-beds-apartment-flats-sale-purbachal,Sale
"Security,Lift,WASA connection,Hot water and heating,Gas Connection,Electricity,Generator,Inter com,CCTV,Garden",1260 sqft,2,03,03,"Agargaon , Dhaka",56.70 Lac,Apartment/Flats,https://www.bdhousing.com/details/244300/1260-sqft-apartment-flats-sale-agargaon,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Fire Protection",1403 sqft,3,03,04,"Badda , Dhaka",87.18 Lac,Apartment/Flats,https://www.bdhousing.com/details/244771/1403-sqft-4-beds-apartment-flats-sale-badda,Sale
Fire Protection,159 sqft,,,,"Shantinagar , Dhaka",1.20 Cr.,Showroom/Shop/Restaurant,https://www.bdhousing.com/details/243290/159-sqft-ready-showroom-shop-restaurant-for-sale-at-shantinagar,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Mohammadpur , Dhaka",,Residential Plot,https://www.bdhousing.com/details/244434/sale-ready-plots-with-boundary-electricity-water,Sale
